./programa
Resposta para a busca 1
1495, 25/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, LG
1280, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
245, 30/04/2018, 157, SAO PAULO, NULO, XIAOMI
885, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
101, 30/11/2018, 155, SAO PAULO, NULO, APPLE
1409, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
140, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - COLETIVO, NULO
1054, 30/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
608, 17/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, SAMSUNG
99, 12/01/2018, 155, SAO PAULO, NULO, MOTOROLA
1208, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1466, 25/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, LG
728, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, NULO
206, 30/04/2018, NULO, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
441, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1173, 24/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, ASUS
478, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
251, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
358, 29/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1268, 27/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
131, 30/11/2018, 155, SAO PAULO, NULO, SAMSUNG
1504, 26/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1073, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, OUTROS
907, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, ASUS
402, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
477, 15/01/2019, 155, SAO PAULO, FURTO (ART. 155) - RESIDENCIA, MOTOROLA
1182, 16/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1345, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
364, 30/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, ALCATEL
1105, 25/01/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
595, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, XIAOMI
437, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
816, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
480, 31/01/2019, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, MOTOROLA
263, 30/04/2018, 157, SAO PAULO, NULO, SONY
350, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
772, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
84, 30/11/2018, 155, SAO PAULO, NULO, SAMSUNG
967, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
632, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
1072, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
642, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
921, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
346, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, ASUS
959, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
21, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1276, 27/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1393, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR TRANSPORTE COLETIVO, OUTROS
405, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1435, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
289, 30/04/2018, 157, SAO PAULO, NULO, SAMSUNG
319, 29/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
444, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1528, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, ASUS
1165, 29/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
29, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
129, 30/11/2018, 155, SAO PAULO, NULO, APPLE
316, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
597, 30/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
389, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
488, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
260, 30/04/2018, 157, SAO PAULO, NULO, APPLE
1439, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, APPLE
138, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, NULO
1204, 30/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
741, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
702, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
247, 30/04/2018, 157, SAO PAULO, NULO, SAMSUNG
725, 29/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, NULO
1500, 25/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, LG
448, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
404, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
1438, 24/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, LG
855, 24/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
971, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
736, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, NULO
744, 09/01/2019, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, SAMSUNG
189, 30/11/2018, NULO, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
557, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, ASUS
408, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
851, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, ASUS
1527, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, APPLE
386, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
165, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, NULO
1469, 27/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
521, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1293, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
958, 27/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
923, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, ASUS
904, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
436, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1281, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
1343, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - INTERIOR DE VEICULO, APPLE
1175, 27/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1222, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
426, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
509, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
743, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, LENOVO
897, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1014, 09/01/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
929, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, XIAOMI
998, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
1235, 09/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
15, 25/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1410, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
794, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR TRANSPORTE COLETIVO, MOTOROLA
398, 31/01/2019, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, XIAOMI
1138, 29/08/2020, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO ENSINO, MULTILASER
1451, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
273, 30/04/2018, 157, SAO PAULO, NULO, SAMSUNG
1246, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
748, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, SAMSUNG
1441, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
1436, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
125, 30/11/2018, 155, SAO PAULO, NULO, MOTOROLA
485, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1228, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - INTERIOR DE VEICULO, APPLE
1009, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1307, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
362, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
134, 30/11/2018, 155, SAO PAULO, NULO, NULO
466, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, OUTROS
734, 09/01/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, NULO
212, 30/04/2018, NULO, SAO PAULO, ROUBO (ART. 157) - VEICULO, MOTOROLA
80, 30/11/2018, 155, SAO PAULO, NULO, APPLE
1245, 29/11/2021, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, APPLE
179, 30/11/2018, NULO, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1406, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
383, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
861, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1096, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1440, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
1517, 25/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, LG
994, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
930, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1061, 09/01/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1259, 28/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
593, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1429, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
612, 30/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
1256, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
361, 29/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
661, 09/01/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1112, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
823, 01/01/2010, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, SAMSUNG
1277, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
465, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
792, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR TRANSPORTE COLETIVO, ASUS
282, 30/04/2018, 157, SAO PAULO, NULO, IPHONE
288, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
167, 30/11/2018, NULO, SAO PAULO, FURTO (ART. 155) - OUTROS, NULO
248, 30/04/2018, 157, SAO PAULO, NULO, SAMSUNG
1386, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
265, 30/04/2018, 157, SAO PAULO, NULO, APPLE
745, 09/01/2019, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, SAMSUNG
1346, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
279, 30/04/2018, 157, SAO PAULO, NULO, ASUS
983, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
90, 19/11/2018, 155, SAO PAULO, NULO, LG
900, 15/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, SAMSUNG
1024, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
301, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
25, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, ASUS
1003, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
775, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
420, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - INTERIOR DE VEICULO, APPLE
1523, 03/01/2021, 157, SAO PAULO, A.I.-ROUBO (ART. 157) - OUTROS, APPLE
1186, 29/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
865, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, APPLE
987, 29/08/1986, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
926, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, SAMSUNG
185, 25/11/2018, NULO, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
205, 30/04/2018, NULO, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, LG
915, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, LG
413, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
790, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
511, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1271, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1272, 29/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
1013, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
349, 28/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, MOTOROLA
1457, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - INTERIOR DE VEICULO, MOTOROLA
1273, 27/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
433, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
3, 28/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1210, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
409, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
218, 30/04/2018, NULO, SAO PAULO, A.I.-ROUBO (ART. 157) - TRANSEUNTE, OUTROS
1152, 09/01/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
789, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1261, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
824, 01/01/2010, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, SAMSUNG
280, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
1491, 22/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
314, 05/01/2018, 157, SAO PAULO, NULO, SAMSUNG
1015, 27/08/2020, 155, SAO PAULO, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, SAMSUNG
1184, 29/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
403, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
714, 30/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, NULO
763, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, ASUS
1060, 09/01/2020, 147, SAO PAULO, AMEACA (ART. 147), NULO
113, 30/11/2018, 155, SAO PAULO, NULO, MOTOROLA
1128, 14/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
550, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - INTERIOR ESTABELECIMENTO, NULO
1016, 09/01/2020, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, NULO
1064, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
651, 26/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, NULO
1247, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, NULO
658, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
1002, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
79, 30/11/2018, 155, SAO PAULO, NULO, OUTROS
336, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
181, 30/11/2018, NULO, SAO PAULO, FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO-OUTROS, SAMSUNG
254, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
469, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, ASUS
390, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, ASUS
430, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
708, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, NULO
397, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
399, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
440, 19/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1381, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
1083, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1233, 26/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1252, 27/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
704, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
776, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
883, 31/12/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1144, 29/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1422, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
1197, 28/11/2010, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1408, 26/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - ESTABELECIMENTO COMERCIAL, MOTOROLA
868, 01/01/2020, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, MOTOROLA
126, 27/11/2018, 155, SAO PAULO, NULO, MOTOROLA
547, 30/01/2019, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, LG
270, 30/04/2018, 157, SAO PAULO, NULO, IPHONE
457, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, ASUS
159, 29/11/2018, 155, SAO PAULO, FURTO (ART. 155) - COLETIVO, NULO
1250, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, XIAOMI
1020, 31/08/2020, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, SAMSUNG
634, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
1397, 27/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1305, 28/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1514, 28/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
1309, 12/01/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, LG
435, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1494, 25/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - VEICULO, LG
401, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
660, 31/08/2019, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
367, 05/01/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, ALCATEL
1454, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, SAMSUNG
1136, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, ASUS
464, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
39, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1299, 30/11/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
963, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
1310, 30/11/2021, 155, SAO PAULO, FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO, APPLE
255, 30/04/2018, 157, SAO PAULO, NULO, SAMSUNG
1521, 13/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
423, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
1396, 23/02/2021, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, SAMSUNG
1058, 31/08/2020, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
439, 31/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
18, 30/11/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, MOTOROLA
1413, 03/01/2021, 157, SAO PAULO, ROUBO (ART. 157) - OUTROS, APPLE
348, 29/04/2018, 157, SAO PAULO, ROUBO (ART. 157) - TRANSEUNTE, MOTOROLA
1255, 11/06/2021, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
286, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
460, 31/01/2018, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, APPLE
505, 02/01/2019, 155, SAO PAULO, FURTO (ART. 155) - OUTROS, SAMSUNG
38, 12/01/2018, 155, SAO PAULO, FURTO (ART. 155) - TRANSEUNTE, SAMSUNG
311, 30/04/2018, 157, SAO PAULO, NULO, MOTOROLA
